ps_unique_id|customer_nbr|group_nbr|source_derived|subgroup_nbr|account_nbr|product_ln_cd|rx_product_cd|plan_id|fund_ctg_cd|option_cd|rx_intgrtn_opt_cd|ee_id|ee_last_name|ee_first_name|subs_zip_cd|ssn_nbr|member_id|src_rx_member_id|last_name|first_name|src_mbr_gender_cd|mbr_rtp_type_cd|src_mbr_birth_dt|filler1|filler2|clm_status|dir_mbr_reim_ind|ee_ntwk_srv_area_id|office_id|sort_name|prescriber_id|spclty_ctg_cd|address_line_1|address_line_2|nabp_nbr|phm_zip_cd|process_dt|disp_dt|ndc_cd|label_nm|formulary_cd|generic_cd|source_type_cd|retail_mod_cd|new_refill_cnt|daw_cd|unts_dispensed_qty|days_supply_cnt|sub_ing_cost_amt|prof_fee_amt|awp_amt|sales_tax_amt|app_to_per_ded_amt|srv_copay_amt|paid_amt|ahf_paid_amt|ahf_bfd_amt|gpi_1st_10_bytes|phi_acas_bypass_cd|price_type_cd|calc_ing_cost_amt|prescbr_id_qlfy_cd|prod_distnctn_cd|rx_claim_id|compound_cd|maint_drug_cd|prescription_nbr|spaces1|spaces2|derived1|derived2|filler3|org_cd
002026060100000120|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000331|Jackson|Benjamin|72284||W000000529|W000000529|Jackson|Mia|F|SP|19970105|||P|N|NY0001|OFF0042|Jackson Mia|DR000054|05|1334 PHARMACY ST||7000042|95772|20260529|20260527|00310015620|Eliquis 5mg|2|N|R|R|5|1|90|60|870.00|6.55|1260.00|0.00|63.40|30.00|783.15|0.00|0.00|3300001000|N|AWP|852.01|01||RX2026060100000120|0|Y|4201759||||||AETNA
002026060100000121|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000164|Miller|Scarlett|50735|541673251|W000000164|W000000164|Miller|Scarlett|F|EE|19710715|||P|N|NY0001|OFF0055|Miller Scarlett|DR000067|06|3111 PHARMACY ST||7000055|87194|20260518|20260518|00093721956|Metformin 500mg|1|Y|R|R|3|0|30|60|6.25|7.18|9.00|0.00|0.20|5.00|8.23|0.00|0.00|2720002000|N|AWP|5.95|01||RX2026060100000121|0|Y|6418193||||||AETNA
002026060100000122|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000339|Brown|Liam|28890|840773135|W000000339|W000000339|Brown|Liam|M|EE|19610824|||P|N|NY0001|OFF0033|Brown Liam|DR000057|50|7007 PHARMACY ST||7000033|60353|20260506|20260504|51479087501|Jardiance 10mg|3|N|R|R|1|0|60|30|960.00|7.92|1400.00|0.00|0.00|80.00|887.92|0.00|0.00|2720005000|N|AWP|929.33|01||RX2026060100000122|0|N|2680723||||||AETNA
002026060100000123|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000241|Lopez|Oliver|30608|553717419|W000000241|W000000241|Lopez|Oliver|M|EE|19650707|||P|N|NY0001|OFF0078|Lopez Oliver|DR000077|40|8835 PHARMACY ST||7000078|96216|20260502|20260430|00054418925|Atorvastatin 20mg|2|Y|R|R|3|1|60|30|24.00|8.45|36.00|0.00|0.00|35.00|0.00|0.00|0.00|3900001000|N|AWP|23.32|01||RX2026060100000123|0|N|8762091||||||AETNA
002026060100000124|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000349|Rodriguez|Sofia|92475|893775453|W000000349|W000000349|Rodriguez|Sofia|F|EE|19920806|||P|N|NY0001|OFF0023|Rodriguez Sofia|DR000149|03|2988 PHARMACY ST||7000023|62109|20260508|20260507|00002774601|Trulicity 0.75mg|3|N|R|R|2|1|90|30|2250.00|4.66|3150.00|0.00|0.00|80.00|2174.66|0.00|0.00|2720006000|N|AWP|2173.28|01||RX2026060100000124|0|N|3753898||||||AETNA
002026060100000125|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000366|Davis|Lucas|46944|972511995|W000000366|W000000366|Davis|Lucas|M|EE|19910918|||P|N|NY0001|OFF0051|Davis Lucas|DR000110|05|2700 PHARMACY ST||7000051|49405|20260521|20260520|00006098154|Januvia 100mg|3|N|M|R|2|0|30|60|285.00|7.14|420.00|0.00|0.00|60.00|232.14|0.00|0.00|2720003000|N|AWP|281.57|01||RX2026060100000125|0|Y|1464000||||||AETNA
002026060100000126|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000250|Garcia|Ava|20398|237431019|W000000250|W000000250|Garcia|Ava|F|EE|19620526|||P|N|NY0001|OFF0066|Garcia Ava|DR000028|12|8990 PHARMACY ST||7000066|71210|20260510|20260509|00006098154|Januvia 100mg|3|N|R|M|0|1|90|90|855.00|4.34|1260.00|0.00|50.32|60.00|749.02|0.00|0.00|2720003000|N|AWP|824.44|01||RX2026060100000126|0|N|1633442||||||AETNA
002026060100000127|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000319|Robinson|Grace|14301||W000000434|W000000434|Robinson|Chloe|F|CH|20070711|||P|N|NY0001|OFF0006|Robinson Chloe|DR000113|38|8116 PHARMACY ST||7000006|47670|20260428|20260426|00781107905|Amlodipine 5mg|1|Y|R|R|1|0|30|30|9.00|9.43|13.50|0.00|0.00|15.00|3.43|0.00|0.00|3600002000|N|AWP|8.81|01||RX2026060100000127|0|Y|3111582||||||AETNA
002026060100000128|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000211|Williams|Mason|19522||W000000676|W000000676|Williams|Matthew|M|CH|20070326|||P|N|NY0001|OFF0068|Williams Matthew|DR000036|10|7938 PHARMACY ST||7000068|29538|20260508|20260508|00247100552|Albuterol HFA Inhaler|2|N|R|R|4|0|30|90|35.00|7.91|55.00|0.00|0.00|40.00|2.91|0.00|0.00|4400001000|N|AWP|34.49|01||RX2026060100000128|0|Y|8699805||||||AETNA
002026060100000129|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000355|Smith|Mason|70328|871756488|W000000355|W000000355|Smith|Mason|M|EE|19770928|||P|N|NY0001|OFF0050|Smith Mason|DR000107|04|3215 PHARMACY ST||7000050|86264|20260530|20260529|00169750111|Ozempic 0.5mg pen|3|N|R|R|0|3|60|60|1440.00|8.57|2200.00|0.00|156.77|120.00|1171.80|0.00|0.00|2720004000|N|AWP|1428.34|01||RX2026060100000129|0|N|2245619||||||AETNA
002026060100000130|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000028|Brown|Oliver|41574||W000000664|W000000664|Brown|Daniel|M|CH|20120818|||P|N|NY0001|OFF0006|Brown Daniel|DR000150|07|2538 PHARMACY ST||7000006|47670|20260505|20260505|00002774601|Trulicity 0.75mg|3|N|R|R|5|1|90|90|2250.00|3.42|3150.00|0.00|0.00|120.00|2133.42|0.00|0.00|2720006000|N|AWP|2183.11|01||RX2026060100000130|0|N|5570926||||||AETNA
002026060100000131|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000189|Harris|Zoey|86546||W000000657|W000000657|Harris|Noah|M|CH|20060813|||P|N|NY0001|OFF0067|Harris Noah|DR000121|09|1923 PHARMACY ST||7000067|22943|20260522|20260520|00781107905|Amlodipine 5mg|1|Y|R|M|4|1|30|60|9.00|4.67|13.50|0.00|0.00|10.00|3.67|0.00|0.00|3600002000|N|AWP|8.94|01||RX2026060100000131|0|N|4435019||||||AETNA
002026060100000132|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000307|Miller|Alexander|66551|381652441|W000000307|W000000307|Miller|Alexander|M|EE|19830609|||P|N|NY0001|OFF0024|Miller Alexander|DR000059|07|1225 PHARMACY ST||7000024|38790|20260429|20260429|00054418925|Atorvastatin 20mg|2|Y|R|R|0|1|30|90|12.00|6.10|18.00|0.00|0.00|35.00|0.00|0.00|0.00|3900001000|N|AWP|11.86|01||RX2026060100000132|0|N|1199762||||||AETNA
002026060100000133|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000138|Thompson|Lucas|21496||W000000511|W000000511|Thompson|Carter|M|SP|19800515|||P|N|NY0001|OFF0051|Thompson Carter|DR000023|50|9234 PHARMACY ST||7000051|49405|20260509|20260509|00169750111|Ozempic 0.5mg pen|3|N|R|R|5|0|60|60|1440.00|7.66|2200.00|0.00|0.00|100.00|1347.66|0.00|0.00|2720004000|N|AWP|1376.05|01||RX2026060100000133|0|N|7326064||||||AETNA
002026060100000134|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000046|Jackson|Victoria|45520|561251751|W000000046|W000000046|Jackson|Victoria|F|EE|19780624|||P|N|NY0001|OFF0036|Jackson Victoria|DR000146|09|4114 PHARMACY ST||7000036|11799|20260407|20260406|00054418925|Atorvastatin 20mg|2|Y|R|R|3|1|90|30|36.00|8.38|54.00|0.00|0.00|30.00|14.38|0.00|0.00|3900001000|N|AWP|34.24|01||RX2026060100000134|0|N|1872081||||||AETNA
002026060100000135|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000377|Miller|Chloe|30596||W000000475|W000000475|Miller|Ava|F|SP|19850619|||P|N|NY0001|OFF0076|Miller Ava|DR000008|06|9379 PHARMACY ST||7000076|38218|20260513|20260511|65862001705|Omeprazole 20mg|1|Y|R|M|5|2|30|60|7.50|5.57|11.00|0.00|0.00|15.00|0.00|0.00|0.00|4920001000|N|AWP|7.45|01||RX2026060100000135|0|Y|3518555||||||AETNA
002026060100000136|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000189|Harris|Zoey|86546||W000000657|W000000657|Harris|Noah|M|CH|20060813|||P|N|NY0001|OFF0071|Harris Noah|DR000124|50|8749 PHARMACY ST||7000071|87585|20260412|20260411|00378395305|Levothyroxine 50mcg|1|Y|R|R|2|3|60|60|22.00|6.73|32.00|0.00|2.36|10.00|16.37|0.00|0.00|5400001000|N|AWP|21.55|01||RX2026060100000136|0|N|1441994||||||AETNA
002026060100000137|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000321|Young|Ethan|73723|981162930|W000000321|W000000321|Young|Ethan|M|EE|19771201|||P|N|NY0001|OFF0066|Young Ethan|DR000129|02|8552 PHARMACY ST||7000066|71210|20260524|20260522|00310015620|Eliquis 5mg|2|N|R|R|4|0|60|30|580.00|9.80|840.00|0.00|86.83|40.00|462.97|0.00|0.00|3300001000|N|AWP|576.20|01||RX2026060100000137|0|Y|2751746||||||AETNA
002026060100000138|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000144|Jackson|Emily|38734||W000000487|W000000487|Jackson|Ava|F|CH|20020113|||P|N|NY0001|OFF0060|Jackson Ava|DR000083|04|7595 PHARMACY ST||7000060|21000|20260428|20260428|00093721956|Metformin 500mg|1|Y|R|M|0|2|60|60|12.50|2.09|18.00|0.00|1.72|10.00|2.87|0.00|0.00|2720002000|N|AWP|12.12|01||RX2026060100000138|0|N|7894876||||||AETNA
002026060100000139|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000083|Miller|Benjamin|19174|322281932|W000000083|W000000083|Miller|Benjamin|M|EE|19810306|||P|N|NY0001|OFF0048|Miller Benjamin|DR000061|11|485 PHARMACY ST||7000048|84514|20260511|20260510|63304082805|Metoprolol 25mg|1|Y|M|R|3|1|90|90|24.00|6.71|36.00|0.00|0.00|10.00|20.71|0.00|0.00|3700002000|N|AWP|23.42|01||RX2026060100000139|0|N|8146879||||||AETNA
002026060100000140|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000279|Thompson|Henry|53426|822575411|W000000279|W000000279|Thompson|Henry|M|EE|19670717|||P|N|NY0001|OFF0005|Thompson Henry|DR000125|50|244 PHARMACY ST||7000005|40491|20260416|20260416|00247100552|Albuterol HFA Inhaler|2|N|M|R|5|0|60|30|70.00|7.71|110.00|0.00|0.00|30.00|47.71|0.00|0.00|4400001000|N|AWP|69.24|01||RX2026060100000140|0|Y|3212564||||||AETNA
002026060100000141|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000071|Hernandez|Avery|12024|329116799|W000000071|W000000071|Hernandez|Avery|F|EE|19680319|||P|N|NY0001|OFF0066|Hernandez Avery|DR000006|02|8136 PHARMACY ST||7000066|71210|20260525|20260523|00002774601|Trulicity 0.75mg|3|N|R|M|1|1|60|90|1500.00|4.18|2100.00|0.00|12.88|120.00|1371.30|0.00|0.00|2720006000|N|AWP|1481.56|01||RX2026060100000141|0|Y|2087835||||||AETNA
002026060100000142|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000017|Thomas|Riley|48736||W000000625|W000000625|Thomas|Zoey|F|CH|20030517|||P|N|NY0001|OFF0050|Thomas Zoey|DR000111|03|2829 PHARMACY ST||7000050|86264|20260510|20260509|00054418925|Atorvastatin 20mg|2|Y|R|R|3|0|30|30|12.00|5.12|18.00|0.00|0.00|40.00|0.00|0.00|0.00|3900001000|N|AWP|11.52|01||RX2026060100000142|0|N|5115237||||||AETNA
002026060100000143|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000385|Brown|Aiden|89244|882236871|W000000385|W000000385|Brown|Aiden|M|EE|19760222|||P|N|NY0001|OFF0064|Brown Aiden|DR000058|05|7012 PHARMACY ST||7000064|31031|20260506|20260506|00071015223|Lisinopril 10mg|1|Y|R|R|3|0|90|60|25.50|4.92|36.00|0.00|0.00|10.00|20.42|0.00|0.00|3600001000|N|AWP|25.45|01||RX2026060100000143|0|N|6477054||||||AETNA
002026060100000144|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000032|Harris|Sebastian|23508|680732359|W000000032|W000000032|Harris|Sebastian|M|EE|19880405|||P|N|NY0001|OFF0001|Harris Sebastian|DR000086|09|4730 PHARMACY ST||7000001|76468|20260528|20260527|51479087501|Jardiance 10mg|3|N|R|R|3|3|90|60|1440.00|2.23|2100.00|0.00|0.00|60.00|1382.23|0.00|0.00|2720005000|N|AWP|1418.27|01||RX2026060100000144|0|Y|5698645||||||AETNA
002026060100000145|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000363|Robinson|Ethan|46876|555681545|W000000363|W000000363|Robinson|Ethan|M|EE|19670104|||P|N|NY0001|OFF0059|Robinson Ethan|DR000120|08|4497 PHARMACY ST||7000059|89642|20260429|20260429|00071015223|Lisinopril 10mg|1|Y|M|R|1|0|90|30|25.50|5.89|36.00|0.00|0.00|15.00|16.39|0.00|0.00|3600001000|N|AWP|25.08|01||RX2026060100000145|0|N|4249597||||||AETNA
002026060100000146|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000217|Martinez|Aria|38892|663349949|W000000217|W000000217|Martinez|Aria|F|EE|19930909|||P|N|NY0001|OFF0041|Martinez Aria|DR000058|38|4634 PHARMACY ST||7000041|24910|20260524|20260524|00093721956|Metformin 500mg|1|Y|R|R|4|0|30|30|6.25|3.62|9.00|0.00|0.00|5.00|4.87|0.00|0.00|2720002000|N|AWP|6.09|01||RX2026060100000146|0|Y|8245698||||||AETNA
002026060100000147|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000004|Lee|Zoey|23341|427284552|W000000004|W000000004|Lee|Zoey|F|EE|19730727|||P|N|NY0001|OFF0028|Lee Zoey|DR000135|07|9709 PHARMACY ST||7000028|70009|20260408|20260406|00169750111|Ozempic 0.5mg pen|3|N|M|R|0|2|30|30|720.00|4.55|1100.00|0.00|73.65|80.00|570.90|0.00|0.00|2720004000|N|AWP|703.54|01||RX2026060100000147|0|Y|8105557||||||AETNA
002026060100000148|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000354|Taylor|Evelyn|57931|323805672|W000000354|W000000354|Taylor|Evelyn|F|EE|19790527|||P|N|NY0001|OFF0059|Taylor Evelyn|DR000136|08|1436 PHARMACY ST||7000059|89642|20260530|20260530|65862001705|Omeprazole 20mg|1|Y|R|R|3|0|90|60|22.50|5.45|33.00|0.00|0.00|15.00|12.95|0.00|0.00|4920001000|N|AWP|22.12|01||RX2026060100000148|0|Y|7383264||||||AETNA
002026060100000149|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000253|Robinson|Elijah|21540||W000000483|W000000483|Robinson|Liam|M|CH|20030511|||D|N|NY0001|OFF0069|Robinson Liam|DR000039|38|6723 PHARMACY ST||7000069|63078|20260513|20260513|65862001705|Omeprazole 20mg|1|Y|R|R|2|0|60|60|15.00|9.39|22.00|0.00|0.12|15.00|0.00|0.00|0.00|4920001000|N|AWP|14.71|01||RX2026060100000149|0|N|5208755||||||AETNA
002026060100000150|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000182|Williams|Sebastian|78402||W000000410|W000000410|Williams|Elizabeth|F|CH|20010927|||P|N|NY0001|OFF0050|Williams Elizabeth|DR000136|09|4859 PHARMACY ST||7000050|86264|20260408|20260408|00054418925|Atorvastatin 20mg|2|Y|R|R|1|3|90|90|36.00|7.78|54.00|0.00|4.04|30.00|9.74|0.00|0.00|3900001000|N|AWP|35.86|01||RX2026060100000150|0|Y|7666054||||||AETNA
002026060100000151|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000043|Ramirez|David|79657|814387658|W000000043|W000000043|Ramirez|David|M|EE|19770227|||P|N|NY0001|OFF0075|Ramirez David|DR000036|01|4624 PHARMACY ST||7000075|52523|20260503|20260502|00169750111|Ozempic 0.5mg pen|3|N|M|R|0|0|60|30|1440.00|4.48|2200.00|0.00|0.00|60.00|1384.48|0.00|0.00|2720004000|N|AWP|1439.61|01||RX2026060100000151|0|N|2640846||||||AETNA
002026060100000152|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000186|Sanchez|Riley|23308|913837791|W000000186|W000000186|Sanchez|Riley|F|EE|19780720|||P|N|NY0001|OFF0078|Sanchez Riley|DR000081|10|5853 PHARMACY ST||7000078|96216|20260601|20260530|00310015615|Humira 40mg/0.4mL|3|N|M|R|1|1|30|30|4800.00|3.92|6800.00|0.00|0.00|60.00|4743.92|0.00|0.00|8000001000|N|AWP|4743.01|01||RX2026060100000152|0|Y|9900900||||||AETNA
002026060100000153|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000222|Williams|Ava|77617|333968608|W000000222|W000000222|Williams|Ava|F|EE|19710715|||P|N|NY0001|OFF0025|Williams Ava|DR000148|05|5189 PHARMACY ST||7000025|14293|20260510|20260508|00169750111|Ozempic 0.5mg pen|3|N|R|R|5|0|60|90|1440.00|4.72|2200.00|0.00|0.00|60.00|1384.72|0.00|0.00|2720004000|N|AWP|1423.33|01||RX2026060100000153|0|N|6060128||||||AETNA
002026060100000154|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000040|Anderson|Ella|96706|326619335|W000000040|W000000040|Anderson|Ella|F|EE|19940310|||P|N|NY0001|OFF0013|Anderson Ella|DR000103|03|3197 PHARMACY ST||7000013|33170|20260507|20260506|00378395305|Levothyroxine 50mcg|1|Y|R|M|1|1|30|30|11.00|3.66|16.00|0.00|1.27|5.00|8.39|0.00|0.00|5400001000|N|AWP|10.55|01||RX2026060100000154|0|Y|9247640||||||AETNA
002026060100000155|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000299|Martin|Noah|22441||W000000558|W000000558|Martin|Aria|F|CH|20090907|||P|N|NY0001|OFF0044|Martin Aria|DR000055|05|4082 PHARMACY ST||7000044|83871|20260502|20260502|00378395305|Levothyroxine 50mcg|1|Y|R|R|3|2|30|90|11.00|5.92|16.00|0.00|0.00|5.00|11.92|0.00|0.00|5400001000|N|AWP|10.79|01||RX2026060100000155|0|N|2484532||||||AETNA
002026060100000156|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000019|Thomas|Sophia|49366|571125322|W000000019|W000000019|Thomas|Sophia|F|EE|19660817|||P|N|NY0001|OFF0059|Thomas Sophia|DR000122|40|8781 PHARMACY ST||7000059|89642|20260503|20260503|00002774601|Trulicity 0.75mg|3|N|R|R|4|2|30|30|750.00|8.59|1050.00|0.00|0.00|120.00|638.59|0.00|0.00|2720006000|N|AWP|714.89|01||RX2026060100000156|0|Y|2738050||||||AETNA
002026060100000157|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000060|Davis|Sophia|80545||W000000640|W000000640|Davis|Jacob|M|CH|20140325|||P|N|NY0001|OFF0015|Davis Jacob|DR000121|40|6219 PHARMACY ST||7000015|94484|20260519|20260519|51479087501|Jardiance 10mg|3|N|M|M|2|0|60|90|960.00|3.38|1400.00|0.00|0.00|80.00|883.38|0.00|0.00|2720005000|N|AWP|918.01|01||RX2026060100000157|0|Y|8583000||||||AETNA
002026060100000158|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000031|Martinez|Mia|76609|406311504|W000000031|W000000031|Martinez|Mia|F|EE|19720520|||D|N|NY0001|OFF0004|Martinez Mia|DR000063|05|4021 PHARMACY ST||7000004|88450|20260407|20260407|00378395305|Levothyroxine 50mcg|1|Y|R|R|3|0|30|30|11.00|8.98|16.00|0.00|0.00|10.00|0.00|0.00|0.00|5400001000|N|AWP|10.65|01||RX2026060100000158|0|N|6586737||||||AETNA
002026060100000159|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000347|White|Benjamin|32276||W000000459|W000000459|White|Ella|F|CH|20170206|||P|N|NY0001|OFF0027|White Ella|DR000037|06|3622 PHARMACY ST||7000027|39277|20260507|20260507|00781107905|Amlodipine 5mg|1|Y|M|M|1|0|60|90|18.00|7.75|27.00|0.00|1.45|5.00|19.30|0.00|0.00|3600002000|N|AWP|17.80|01||RX2026060100000159|0|N|2216907||||||AETNA
002026060100000160|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000259|Lopez|Ella|14247||W000000557|W000000557|Lopez|Emma|F|SP|19870426|||P|N|NY0001|OFF0053|Lopez Emma|DR000117|03|3914 PHARMACY ST||7000053|81107|20260503|20260503|63304082805|Metoprolol 25mg|1|Y|R|R|2|0|90|90|24.00|5.82|36.00|0.00|0.00|5.00|24.82|0.00|0.00|3700002000|N|AWP|23.50|01||RX2026060100000160|0|N|9753911||||||AETNA
002026060100000161|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000396|Smith|Samuel|49750|192489032|W000000396|W000000396|Smith|Samuel|M|EE|19791122|||P|N|NY0001|OFF0013|Smith Samuel|DR000015|08|5707 PHARMACY ST||7000013|33170|20260518|20260518|00310015615|Humira 40mg/0.4mL|3|N|M|R|0|0|90|90|14400.00|5.57|20400.00|0.00|0.00|80.00|14325.57|0.00|0.00|8000001000|N|AWP|14050.62|01||RX2026060100000161|0|Y|8846954||||||AETNA
002026060100000162|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000182|Williams|Sebastian|78402||W000000410|W000000410|Williams|Elizabeth|F|CH|20010927|||P|N|NY0001|OFF0032|Williams Elizabeth|DR000008|50|4871 PHARMACY ST||7000032|21428|20260414|20260412|00310015620|Eliquis 5mg|2|N|R|R|4|0|90|30|870.00|8.96|1260.00|0.00|0.00|40.00|838.96|0.00|0.00|3300001000|N|AWP|868.62|01||RX2026060100000162|0|Y|5238980||||||AETNA
002026060100000163|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000043|Ramirez|David|79657|814387658|W000000043|W000000043|Ramirez|David|M|EE|19770227|||P|N|NY0001|OFF0002|Ramirez David|DR000133|07|105 PHARMACY ST||7000002|17776|20260410|20260409|63304082805|Metoprolol 25mg|1|Y|R|R|1|2|90|90|24.00|2.85|36.00|0.00|0.00|15.00|11.85|0.00|0.00|3700002000|N|AWP|23.52|01||RX2026060100000163|0|N|7492587||||||AETNA
002026060100000164|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000318|Davis|Elizabeth|65669||W000000492|W000000492|Davis|Scarlett|F|CH|20120516|||P|N|NY0001|OFF0066|Davis Scarlett|DR000053|04|8645 PHARMACY ST||7000066|71210|20260407|20260406|00006098154|Januvia 100mg|3|N|R|R|3|2|60|60|570.00|7.59|840.00|0.00|54.55|60.00|463.04|0.00|0.00|2720003000|N|AWP|563.73|01||RX2026060100000164|0|N|2457882||||||AETNA
002026060100000165|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000095|Brown|Nora|50299||W000000446|W000000446|Brown|Riley|F|CH|20190611|||P|N|NY0001|OFF0070|Brown Riley|DR000110|12|145 PHARMACY ST||7000070|89690|20260512|20260512|00093721956|Metformin 500mg|1|Y|R|M|2|1|30|90|6.25|6.85|9.00|0.00|0.54|10.00|2.56|0.00|0.00|2720002000|N|AWP|6.12|01||RX2026060100000165|0|N|7834681||||||AETNA
002026060100000166|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000299|Martin|Noah|22441|961615927|W000000299|W000000299|Martin|Noah|M|EE|19701104|||P|N|NY0001|OFF0007|Martin Noah|DR000008|50|5633 PHARMACY ST||7000007|94226|20260406|20260405|00093721956|Metformin 500mg|1|Y|R|R|1|3|60|90|12.50|5.83|18.00|0.00|0.00|10.00|8.33|0.00|0.00|2720002000|N|AWP|12.19|01||RX2026060100000166|0|Y|2456632||||||AETNA
002026060100000167|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000386|Wilson|Victoria|97819|660561252|W000000386|W000000386|Wilson|Victoria|F|EE|19720804|||P|N|NY0001|OFF0041|Wilson Victoria|DR000025|50|594 PHARMACY ST||7000041|24910|20260503|20260503|63304082805|Metoprolol 25mg|1|Y|R|R|4|3|60|60|16.00|3.32|24.00|0.00|2.16|10.00|7.16|0.00|0.00|3700002000|N|AWP|15.84|01||RX2026060100000167|0|N|1953036||||||AETNA
002026060100000168|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000061|Johnson|Aiden|15399|288289895|W000000061|W000000061|Johnson|Aiden|M|EE|19881221|||P|N|NY0001|OFF0061|Johnson Aiden|DR000003|09|2356 PHARMACY ST||7000061|66370|20260416|20260416|00006098154|Januvia 100mg|3|N|R|M|2|3|90|90|855.00|3.16|1260.00|0.00|16.56|60.00|781.60|0.00|0.00|2720003000|N|AWP|818.77|01||RX2026060100000168|0|Y|6691978||||||AETNA
002026060100000169|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000205|Taylor|William|98641|159246667|W000000205|W000000205|Taylor|William|M|EE|19660217|||P|N|NY0001|OFF0065|Taylor William|DR000128|50|7445 PHARMACY ST||7000065|52528|20260420|20260420|65862001705|Omeprazole 20mg|1|Y|M|R|0|0|90|60|22.50|3.20|33.00|0.00|0.00|15.00|10.70|0.00|0.00|4920001000|N|AWP|21.92|01||RX2026060100000169|0|N|2210752||||||AETNA
002026060100000170|1234567|0987654|N|001|AC123456|PPO|RX|PPO001|F|01|I|W000000283|Lewis|Harper|98004||W000000604|W000000604|Lewis|Riley|F|SP|19781102|||P|N|NY0001|OFF0030|Lewis Riley|DR000148|06|7945 PHARMACY ST||7000030|87853|20260512|20260511|00006098154|Januvia 100mg|3|N|R|M|3|3|60|60|570.00|2.71|840.00|0.00|0.00|120.00|452.71|0.00|0.00|2720003000|N|AWP|558.27|01||RX2026060100000170|0|N|8450055||||||AETNA
