ps_unique_id|customer_nbr|group_nbr|idn_indicator|subgroup_nbr|account_nbr|file_id|clm_ln_type_cd|non_prfrrd_srv_cd|plsp_prod_cd|product_ln_cd|classification_cd|bnft_pkg_id|plan_id|benefit_tier_cd|fund_ctg_cd|src_subscriber_id|emp_last_nm|emp_first_nm|emp_gender|subscriber_brth_dt|subs_zip_cd|subs_st_postal_cd|coverage_type_cd|ssn_nbr|member_id|src_clm_mbr_id|mem_last_nm|mem_first_nm|mem_gender|mbr_rtp_type_cd|birth_dt|src_clm_id|acas_src_claim_line_id|acas_prev_clm_seg_id|derived_tcn_nbr|src_claim_line_id|claim_line_id|ntwk_srv_area_id|paid_prvdr_nsa_id|srv_capacity_cd|pcp_tax_id_format_cd|pcp_tax_id_nbr|pcp_print_nm|svc_pvdr_tax_id_format_cd|svc_pvdr_tax_id_nbr|srv_prvdr_id|srv_prvdr_print_nm|srv_prvdr_address_line_1_txt|srv_prvdr_address_line_2_txt|srv_prvdr_city_nm|srv_prvdr_state_postal_cd|srv_prvdr_zip_cd|srv_prvdr_provider_type_cd|srv_prvdr_specialty_cd|payee_cd|paid_prvdr_par_cd|received_dt|adjn_dt|srv_start_dt|srv_stop_dt|paid_dt_for_file_id_03_else_adjn_dt_for_other_file_id|filler1|filler2|filler3|mdc_cd|drg_cd|prcdr_cd|prcdr_modifier_cd_1|prcdr_type_cd|icd10_indicator|med_cost_subctg_cd|prcdr_group_nbr|type_srv_cd|srv_benefit_cd|tooth_1_nbr|plc_srv_cd|dschrg_status_cd|revenue_cd|hcfa_bill_type_cd|unit_cnt|src_unit_cnt|src_billed_amt|billed_amt|not_covered_amt_1|not_covered_amt_2|not_covered_amt_3|clm_ln_msg_cd_1|clm_ln_msg_cd_2|clm_ln_msg_cd_3|covered_amt|allowed_amt|filler_space|srv_copay_amt|src_srv_copay_amt|deductible_amt|coinsurance_amt|src_coins_amt|bnft_payable_amt|paid_amt|cob_paid_amt|ahf_bfd_amt|ahf_paid_amt|negot_savings_amt|r_c_savings_amt|cob_savings_amt|src_cob_svngs_amt|pri_payer_cvg_cd|cob_type_cd|cob_cd|prcdr_cd_ndc|acas_member_cumb_id|clm_ln_status_cd|src_member_id|reversal_cd|admit_cnt|admin_savings_amt|adj_prvdr_dsgnn_cd|aex_plan_dsgntn_cd|aex_benefit_tier_cd|aex_prvdr_spctg_cd|prod_distnctn_cd|billed_eligible_amt|spclty_ctg_cls_cd|poa_cd_1|poa_cd_2|poa_cd_3|filler4|filler5|filler6|pricing_mthd_cd|type_class_cd|specialty_ctg_cd|srv_prvdr_npi|ttl_ded_met_ind|ttl_interest_amt|ttl_surcharge_amt|srv_spclty_ctg_cd|hcfa_plc_srv_cd|hcfa_admit_src_cd|hcfa_admit_type_cd|src_admit_dt|src_discharge_dt|prcdr_modifier_cd_2|prcdr_modifier_cd_3|poa_cd_4|poa_cd_5|poa_cd_6|poa_cd_7|poa_cd_8|poa_cd_9|poa_cd_10|pri_icd9_dx_cd|icd9_dx_cd_2|icd9_dx_cd_3|icd9_dx_cd_4|icd9_dx_cd_5|icd9_dx_cd_6|icd9_dx_cd_7|icd9_dx_cd_8|icd9_dx_cd_9|icd9_dx_cd_10|icd9_prcdr_cd_1|icd9_prcdr_cd_2|icd9_prcdr_cd_3|icd9_prcdr_cd_4|icd9_prcdr_cd_5|icd9_prcdr_cd_6|ahf_det_order_cd|ahf_mbr_coins_amt|ahf_mbr_copay_amt|ahf_mbr_ded_amt|sensitivity_indicator|ub92_admission_type|filler7|org_cd
002026060100000163|1234567|0987654|N|001|AC123456|03|P|Y||PPO|01|PKG0042|PPO001|N|F|W000000287|Martin|David|M|19920320|20891|AZ|ES|736109632|W000000287|W000000287|Martin|David|M|EE|19920320|202606010000163|ACAS2026060100000163||TCN2026060100000163|SRC2026060100000163|002026060100000163|NY0001|NY0001||2|100000255|DR Walker MD|2|100000255|PV000255|DR Walker MD|6602 MEDICAL PLAZA||MA MEDICAL CTR|MA|32933|1|50|P|N|20260506|20260524|20260429|20260429|20260526||||||36415||P|Y|05||1|||23||||3|2|213.59|213.59|86.23|0.00|0.00|PR1|CO45||127.36|127.36||20.00|20.00|7.74|17.42|17.42|82.20|82.20|0.00|0.00|0.00|86.23|0.00|0.00|0.00||N|||W000000287|P|W000000287|0|0|0.00|||N|50||213.59||N||||||1||50|2000000255|N|0.00|0.00|50|23||||||||||||||Z12.31|M17.11|||||||||36415|||||||17.42|20.00|7.74|N|||AETNA
002026060100000164|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|3|F|W000000285|Davis|Oliver|M|19820913|63204|NY|EC|620147599|W000000285|W000000285|Davis|Oliver|M|EE|19820913|202606010000164|ACAS2026060100000164||TCN2026060100000164|SRC2026060100000164|002026060100000164|NY0001|NY0001||2|100000160|DR Young MD|2|100000160|PV000160|DR Young MD|5266 MEDICAL PLAZA||IL MEDICAL CTR|IL|28080|4|10|P|P|20260506|20260520|20260504|20260507|20260523||||02|194|99291|26|I|Y|01||4|||32|03|0300|212|2|3|1016.22|1016.22|571.98|0.00|0.00|PR1|CO45||444.24|444.24||30.00|30.00|2.93|51.16|51.16|360.15|360.15|0.00|0.00|0.00|571.98|0.00|0.00|0.00||N|||W000000285|P|W000000285|0|1|0.00|||3|10||1016.22||Y||||||1||10|2000000160|N|0.00|0.00|10|32|7|4|20260504|20260507||||||||||I25.10||E78.5||||||||99291|||||||51.16|30.00|2.93|N|4||AETNA
002026060100000165|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|2|F|W000000293|Gonzalez|Zoey|F|19930111|13885|NJ|EF|741104168|W000000293|W000000293|Gonzalez|Zoey|F|EE|19930111|202606010000165|ACAS2026060100000165||TCN2026060100000165|SRC2026060100000165|002026060100000165|NY0001|NY0001||2|100000156|DR Ramirez MD|2|100000156|PV000156|DR Ramirez MD|9957 MEDICAL PLAZA||PA MEDICAL CTR|PA|22700|4|06|P|P|20260504|20260523|20260503|20260507|20260525||||09|871|99213|TC|I|Y|02||4|||21|07|0900|131|3|1|717.42|717.42|414.70|0.00|0.00|PR1|CO45||302.72|302.72||30.00|30.00|89.08|44.87|44.87|138.77|138.77|0.00|0.00|0.00|414.70|0.00|0.00|0.00||N|||W000000293|P|W000000293|0|1|0.00|||2|06||717.42||||||||1||06|2000000156|N|0.00|0.00|06|21|7|4|20260503|20260507||GT||||||||F41.9||Z12.31||||||||99213|||||||44.87|30.00|89.08|N|4||AETNA
002026060100000166|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|1|F|W000000319|Robinson|Grace|F|19910704|14301|FL|EE||W000000570|W000000570|Robinson|Zoey|F|SP|19710802|202606010000166|ACAS2026060100000166||TCN2026060100000166|SRC2026060100000166|002026060100000166|NY0001|NY0001||2|100000032|DR Young MD|2|100000032|PV000032|DR Young MD|7988 MEDICAL PLAZA||NC MEDICAL CTR|NC|38849|1|02|P|P|20260511|20260524|20260327|20260327|20260527||||||99395|59|P|Y|06||M|||99||||3|2|384.83|384.83|287.54|0.00|0.00|PR1|CO45||97.29|97.29||20.00|20.00|7.56|11.65|11.65|58.08|58.08|0.00|0.00|0.00|287.54|0.00|0.00|0.00||N|||W000000570|P|W000000570|0|0|0.00|||1|02||384.83|||Y|||||1||02|2000000032|N|0.00|0.00|02|99||||||59||||||||Z79.899|J30.9|||J06.9||||||99395|||||||11.65|20.00|7.56|N|||AETNA
002026060100000167|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|3|F|W000000225|Ramirez|Aiden|M|19720528|34909|FL|EF|520768375|W000000225|W000000225|Ramirez|Aiden|M|EE|19720528|202606010000167|ACAS2026060100000167||TCN2026060100000167|SRC2026060100000167|002026060100000167|NY0001|NY0001||2|100000007|DR Miller MD|2|100000007|PV000007|DR Miller MD|4777 MEDICAL PLAZA||CO MEDICAL CTR|CO|54478|1|07|P|P|20260427|20260525|20260518|20260518|20260528||||||90847|50|P|Y|08||2|||11||||2|1|1375.36|1375.36|356.08|0.00|0.00|PR1|CO45||1019.28|1019.28||0.00|0.00|181.36|128.07|128.07|709.85|709.85|0.00|0.00|0.00|356.08|0.00|0.00|0.00||N|||W000000225|P|W000000225|0|0|0.00|||3|07||1375.36||N||||||1||07|2000000007|N|0.00|0.00|07|11||||||59||||||||J18.9|F32.9|||||||||90847|||||||128.07|0.00|181.36|N|||AETNA
002026060100000168|1234567|0987654|N|001|AC123456|03|P|Y||PPO|02|PKG0042|PPO001|N|F|W000000117|Davis|Grace|F|19920528|62080|CO|EF|350611225|W000000117|W000000117|Davis|Grace|F|EE|19920528|202606010000168|ACAS2026060100000168||TCN2026060100000168|SRC2026060100000168|002026060100000168|NY0001|NY0001||2|100000120|DR White MD|2|100000120|PV000120|DR White MD|760 MEDICAL PLAZA||MA MEDICAL CTR|MA|33004|1|50|P|N|20260509|20260531|20260501|20260501|20260603||||||36415|59|P|Y|06||4|||32||||3|3|102.32|102.32|45.71|0.00|0.00|PR1|CO45||56.61|56.61||0.00|0.00|5.10|5.38|5.38|46.13|46.13|0.00|0.00|0.00|45.71|0.00|0.00|0.00||N|||W000000117|P|W000000117|0|0|0.00|||N|50||102.32||N||||||1||50|2000000120|N|0.00|0.00|50|32||||||||||||||G47.33|M79.3|||||||||36415|||||||5.38|0.00|5.10|N|||AETNA
002026060100000169|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|2|F|W000000235|Garcia|Liam|M|19600707|66963|AZ|EF|279915502|W000000235|W000000235|Garcia|Liam|M|EE|19600707|202606010000169|ACAS2026060100000169||TCN2026060100000169|SRC2026060100000169|002026060100000169|NY0001|NY0001||2|100000300|DR Lopez MD|2|100000300|PV000300|DR Lopez MD|2383 MEDICAL PLAZA||GA MEDICAL CTR|GA|64558|1|50|P|P|20260422|20260515|20260418|20260418|20260518||||||82947|50|P|Y|01||4|||22||||3|2|893.08|893.08|490.15|0.00|0.00|PR1|CO45||402.93|402.93||40.00|40.00|44.80|72.05|72.05|246.08|246.08|0.00|0.00|0.00|490.15|0.00|0.00|0.00||N|||W000000235|P|W000000235|0|0|0.00|||2|50||893.08|||N|||||1||50|2000000300|N|0.00|0.00|50|22|||||95|||||||||R05|R51|||||||||82947|||||||72.05|40.00|44.80|N|||AETNA
002026060100000170|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|1|F|W000000016|Williams|Jacob|M|19650902|85993|CA|EF|111737894|W000000016|W000000016|Williams|Jacob|M|EE|19650902|202606010000170|ACAS2026060100000170||TCN2026060100000170|SRC2026060100000170|002026060100000170|NY0001|NY0001||2|100000276|DR Martin MD|2|100000276|PV000276|DR Martin MD|5713 MEDICAL PLAZA||FL MEDICAL CTR|FL|21622|4|06|P|P|20260422|20260514|20260412|20260415|20260518||||11|195|71046||I|Y|05||N|||24|04|0370|121|3|3|2634.69|2634.69|1259.69|0.00|0.00|PR1|CO45||1375.00|1375.00||20.00|20.00|164.08|230.89|230.89|960.03|960.03|0.00|0.00|0.00|1259.69|0.00|0.00|0.00||N|||W000000016|P|W000000016|0|1|0.00|||1|06||2634.69||Y|N|||||1||06|2000000276|N|0.00|0.00|06|24|5|1|20260412|20260415||26||||||||Z79.899|J06.9|||||||||71046|||||||230.89|20.00|164.08|N|1||AETNA
002026060100000171|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|2|F|W000000075|Thomas|Riley|F|19670608|12834|NY|EF|931244458|W000000075|W000000075|Thomas|Riley|F|EE|19670608|202606010000171|ACAS2026060100000171||TCN2026060100000171|SRC2026060100000171|002026060100000171|NY0001|NY0001||2|100000189|DR Lewis MD|2|100000189|PV000189|DR Lewis MD|3943 MEDICAL PLAZA||TX MEDICAL CTR|TX|25762|1|09|P|P|20260514|20260530|20260314|20260314|20260601||||||85025|50|P|Y|08||A|||11||||1|3|2261.88|2261.88|1650.58|0.00|0.00|PR1|CO45||611.30|611.30||20.00|20.00|61.44|86.08|86.08|443.78|443.78|0.00|0.00|0.00|1650.58|0.00|0.00|0.00||N|||W000000075|P|W000000075|0|0|0.00|||2|09||2261.88||N|N|||||1||09|2000000189|N|0.00|0.00|09|11||||||25||||||||F32.9|F41.9|Z00.00||||||||85025|||||||86.08|20.00|61.44|N|||AETNA
002026060100000172|1234567|0987654|N|001|AC123456|03|P|Y||PPO|03|PKG0042|PPO001|N|F|W000000064|Thomas|Henry|M|19771122|40929|IL|EE|304836232|W000000064|W000000064|Thomas|Henry|M|EE|19771122|202606010000172|ACAS2026060100000172||TCN2026060100000172|SRC2026060100000172|002026060100000172|NY0001|NY0001||2|100000190|DR Robinson MD|2|100000190|PV000190|DR Robinson MD|7290 MEDICAL PLAZA||IL MEDICAL CTR|IL|80372|1|10|P|N|20260426|20260524|20260310|20260310|20260527||||||90847|50|P|Y|08||2|||32||||3|2|926.43|926.43|614.38|0.00|0.00|PR1|CO45||312.05|312.05||0.00|0.00|59.67|34.53|34.53|217.85|217.85|0.00|0.00|0.00|614.38|0.00|0.00|0.00||N|||W000000064|P|W000000064|0|0|0.00|||N|10||926.43||Y||N||||1||10|2000000190|N|0.00|0.00|10|32|||||25|||||||||E78.5||I50.9||S93.401||||||90847|||||||34.53|0.00|59.67|N|||AETNA
002026060100000173|1234567|0987654|N|001|AC123456|01|I|N||PPO|02|PKG0042|PPO001|2|F|W000000239|Smith|William|M|19661117|71345|OH|EF||W000000541|W000000541|Smith|Samuel|M|SP|19790115|202606010000173|ACAS2026060100000173||TCN2026060100000173|SRC2026060100000173|002026060100000173|NY0001|NY0001||2|100000118|DR Perez MD|2|100000118|PV000118|DR Perez MD|3293 MEDICAL PLAZA||GA MEDICAL CTR|GA|55023|4|38|P|P|20260512|20260522|20260502|20260502|20260523||||11|683|80053|AT|I|Y|04||M|||24|07|0730|132|3|2|514.69|514.69|225.60|0.00|0.00|PR1|CO45||289.09|289.09||0.00|0.00|83.34|43.57|43.57|162.18|162.18|0.00|0.00|0.00|225.60|0.00|0.00|0.00||N|||W000000541|P|W000000541|0|1|0.00|||2|38||514.69|||N|N||||1||38|2000000118|N|0.00|0.00|38|24|2|4|20260502|20260502|59|50||||||||J44.1|Z12.31|Z23||||||||80053|||||||43.57|0.00|83.34|N|4||AETNA
002026060100000174|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|1|F|W000000013|Lopez|Isabella|F|19690106|99591|IL|EC||W000000506|W000000506|Lopez|Riley|F|CH|20010422|202606010000174|ACAS2026060100000174||TCN2026060100000174|SRC2026060100000174|002026060100000174|NY0001|NY0001||2|100000054|DR Perez MD|2|100000054|PV000054|DR Perez MD|1476 MEDICAL PLAZA||NY MEDICAL CTR|NY|76822|1|09|P|P|20260428|20260517|20260412|20260412|20260520||||||85025|26|P|Y|08||M|||32||||2|3|387.44|387.44|190.96|0.00|0.00|PR1|CO45||196.48|196.48||0.00|0.00|25.27|41.40|41.40|129.81|129.81|0.00|0.00|0.00|190.96|0.00|0.00|0.00||N|||W000000506|P|W000000506|0|0|0.00|||1|09||387.44||Y||||||1||09|2000000054|N|0.00|0.00|09|32||||||59||||||||R05||||||||||85025|||||||41.40|0.00|25.27|N|||AETNA
002026060100000175|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|3|F|W000000245|Perez|Nora|F|19910211|26467|CO|EF||W000000488|W000000488|Perez|Oliver|M|CH|20110715|202606010000175|ACAS2026060100000175||TCN2026060100000175|SRC2026060100000175|002026060100000175|NY0001|NY0001||2|100000003|DR Williams MD|2|100000003|PV000003|DR Williams MD|1704 MEDICAL PLAZA||VA MEDICAL CTR|VA|95595|1|03|P|P|20260507|20260513|20260526|20260526|20260517||||||99291|51|P|Y|08||S|||23||||1|2|514.15|514.15|183.28|0.00|0.00|PR1|CO45||330.87|330.87||30.00|30.00|96.61|32.09|32.09|172.17|172.17|0.00|0.00|0.00|183.28|0.00|0.00|0.00||N|||W000000488|P|W000000488|0|0|0.00|||3|03||514.15||||||||1||03|2000000003|N|0.00|0.00|03|23|||||26|59||||||||E11.9||||||||||99291|||||||32.09|30.00|96.61|N|||AETNA
002026060100000176|1234567|0987654|N|001|AC123456|03|P|Y||PPO|02|PKG0042|PPO001|N|F|W000000324|Brown|Amelia|F|19700116|46262|WA|EE|402892165|W000000324|W000000324|Brown|Amelia|F|EE|19700116|202606010000176|ACAS2026060100000176||TCN2026060100000176|SRC2026060100000176|002026060100000176|NY0001|NY0001||2|100000102|DR Garcia MD|2|100000102|PV000102|DR Garcia MD|2457 MEDICAL PLAZA||VA MEDICAL CTR|VA|49122|1|12|P|N|20260512|20260524|20260405|20260405|20260526||||||36415||P|Y|07||N|||11||||2|3|1055.99|1055.99|444.18|0.00|0.00|PR1|CO45||611.81|611.81||0.00|0.00|122.57|58.82|58.82|430.42|430.42|0.00|0.00|0.00|444.18|0.00|0.00|0.00||N|||W000000324|P|W000000324|0|0|0.00|||N|12||1055.99||||||||1||12|2000000102|N|0.00|0.00|12|11|||||95|26||||||||I10|Z79.899|||||||||36415|||||||58.82|0.00|122.57|N|||AETNA
002026060100000177|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|3|F|W000000278|Ramirez|Isabella|F|19660420|17676|PA|EE||W000000502|W000000502|Ramirez|Henry|M|SP|19850421|202606010000177|ACAS2026060100000177||TCN2026060100000177|SRC2026060100000177|002026060100000177|NY0001|NY0001||2|100000095|DR Walker MD|2|100000095|PV000095|DR Walker MD|9990 MEDICAL PLAZA||MA MEDICAL CTR|MA|31434|1|05|P|P|20260428|20260517|20260515|20260515|20260518||||||99204||P|Y|01||S|||31||||3|1|334.90|334.90|150.46|0.00|0.00|PR1|CO45||184.44|184.44||20.00|20.00|33.59|15.23|15.23|115.62|115.62|0.00|0.00|0.00|150.46|0.00|0.00|0.00||N|||W000000502|P|W000000502|0|0|0.00|||3|05||334.90||N||||||1||05|2000000095|N|0.00|0.00|05|31|||||59|51||||||||M79.3||||||||||99204|||||||15.23|20.00|33.59|N|||AETNA
002026060100000178|1234567|0987654|N|001|AC123456|03|P|N||PPO|03|PKG0042|PPO001|3|F|W000000113|Rodriguez|Matthew|M|19720710|51288|FL|EE|770568116|W000000113|W000000113|Rodriguez|Matthew|M|EE|19720710|202606010000178|ACAS2026060100000178||TCN2026060100000178|SRC2026060100000178|002026060100000178|NY0001|NY0001||2|100000058|DR Sanchez MD|2|100000058|PV000058|DR Sanchez MD|499 MEDICAL PLAZA||OH MEDICAL CTR|OH|33469|1|38|P|P|20260427|20260514|20260521|20260521|20260515||||||82947||P|Y|07||4|||32||||2|2|1266.24|1266.24|433.52|0.00|0.00|PR1|CO45||832.72|832.72||20.00|20.00|59.23|76.07|76.07|677.42|677.42|0.00|0.00|0.00|433.52|0.00|0.00|0.00||N|||W000000113|P|W000000113|0|0|0.00|||3|38||1266.24||N||||||1||38|2000000058|N|0.00|0.00|38|32|||||AT|TC|N|Y||||||M79.3|||J06.9|E11.9||||||82947|||||||76.07|20.00|59.23|N|||AETNA
002026060100000179|1234567|0987654|N|001|AC123456|01|I|N||PPO|03|PKG0042|PPO001|3|F|W000000253|Robinson|Elijah|M|19650419|21540|FL|ES||W000000631|W000000631|Robinson|Evelyn|F|CH|20050620|202606010000179|ACAS2026060100000179||TCN2026060100000179|SRC2026060100000179|002026060100000179|NY0001|NY0001||2|100000078|DR Wilson MD|2|100000078|PV000078|DR Wilson MD|7773 MEDICAL PLAZA||NY MEDICAL CTR|NY|17888|4|03|P|P|20260418|20260516|20260331|20260331|20260520||||15|196|82947|TC|I|Y|07||B|||32|05|0110|211|2|3|4077.28|4077.28|2918.80|0.00|0.00|PR1|CO45||1158.48|1158.48||20.00|20.00|21.87|236.27|236.27|880.34|880.34|0.00|0.00|0.00|2918.80|0.00|0.00|0.00||N|||W000000631|P|W000000631|1|1|0.00|||3|03||4077.28||||N||||1||03|2000000078|N|0.00|0.00|03|32|7|9|20260331|20260331|59|AT||||||||F32.9|J45.909|E66.9||||||||82947|||||||236.27|20.00|21.87|N|9||AETNA
002026060100000180|1234567|0987654|N|001|AC123456|01|I|N||PPO|03|PKG0042|PPO001|2|F|W000000351|Jones|Sofia|F|19680308|52206|NC|EE|534814198|W000000351|W000000351|Jones|Sofia|F|EE|19680308|202606010000180|ACAS2026060100000180||TCN2026060100000180|SRC2026060100000180|002026060100000180|NY0001|NY0001||2|100000008|DR Davis MD|2|100000008|PV000008|DR Davis MD|1999 MEDICAL PLAZA||PA MEDICAL CTR|PA|74056|4|08|P|P|20260506|20260526|20260512|20260516|20260529||||05|293|99205|AT|I|Y|05||N|||22|05|0250|121|3|2|631.06|631.06|255.30|0.00|0.00|PR1|CO45||375.76|375.76||0.00|0.00|96.04|69.15|69.15|210.57|210.57|0.00|0.00|0.00|255.30|0.00|0.00|0.00||N|||W000000351|P|W000000351|0|1|0.00|||2|08||631.06||N||||||1||08|2000000008|N|0.00|0.00|08|22|5|1|20260512|20260516|50|95||||||||R05||||||||||99205|||||||69.15|0.00|96.04|N|1||AETNA
002026060100000181|1234567|0987654|N|001|AC123456|03|P|N||PPO|02|PKG0042|PPO001|2|F|W000000189|Harris|Zoey|F|19750911|86546|NY|EF||W000000657|W000000657|Harris|Noah|M|CH|20060813|202606010000181|ACAS2026060100000181||TCN2026060100000181|SRC2026060100000181|002026060100000181|NY0001|NY0001||2|100000183|DR Thompson MD|2|100000183|PV000183|DR Thompson MD|5453 MEDICAL PLAZA||OH MEDICAL CTR|OH|86119|1|03|P|P|20260501|20260516|20260417|20260417|20260517||||||97110|25|P|Y|02||M|||99||||3|1|212.14|212.14|83.20|0.00|0.00|PR1|CO45||128.94|128.94||0.00|0.00|22.20|26.57|26.57|80.17|80.17|0.00|0.00|0.00|83.20|0.00|0.00|0.00||N|||W000000657|P|W000000657|0|0|0.00|||2|03||212.14||||||||1||03|2000000183|N|0.00|0.00|03|99||||||AT||||||||F41.9|I10|||||||||97110|||||||26.57|0.00|22.20|N|||AETNA
002026060100000182|1234567|0987654|N|001|AC123456|01|I|N||PPO|01|PKG0042|PPO001|3|F|W000000107|Jones|Sophia|F|19721206|63731|AZ|EE|406692493|W000000107|W000000107|Jones|Sophia|F|EE|19721206|202606010000182|ACAS2026060100000182||TCN2026060100000182|SRC2026060100000182|002026060100000182|NY0001|NY0001||2|100000279|DR Thompson MD|2|100000279|PV000279|DR Thompson MD|9956 MEDICAL PLAZA||VA MEDICAL CTR|VA|36255|4|09|P|P|20260509|20260524|20260519|20260520|20260525||||10|683|99214|AT|I|Y|01||M|||31|20|0200|132|2|3|212.08|212.08|129.88|0.00|0.00|PR1|CO45||82.20|82.20||75.00|75.00|10.22|0.00|0.00|0.00|0.00|0.00|0.00|0.00|129.88|0.00|0.00|0.00||N|||W000000107|P|W000000107|0|1|0.00|||3|09||212.08|||Y|||||1||09|2000000279|N|0.00|0.00|09|31|5|4|20260519|20260520|26|TC||||||||Z12.31|J45.909|||||||||99214|||||||0.00|75.00|10.22|N|4||AETNA
002026060100000183|1234567|0987654|N|001|AC123456|01|I|Y||PPO|02|PKG0042|PPO001|N|F|W000000349|Rodriguez|Sofia|F|19920806|92475|VA|EC|893775453|W000000349|W000000349|Rodriguez|Sofia|F|EE|19920806|202606010000183|ACAS2026060100000183||TCN2026060100000183|SRC2026060100000183|002026060100000183|NY0001|NY0001||2|100000208|DR Thomas MD|2|100000208|PV000208|DR Thomas MD|8813 MEDICAL PLAZA||CA MEDICAL CTR|CA|23427|4|38|P|N|20260511|20260531|20260325|20260329|20260603||||14|293|99283|TC|I|Y|02||2|||22|02|0110|122|3|1|1287.01|1287.01|839.36|0.00|0.00|PR1|CO45||447.65|447.65||50.00|50.00|109.04|35.88|35.88|252.73|252.73|0.00|0.00|0.00|839.36|0.00|0.00|0.00||N|||W000000349|P|W000000349|0|1|0.00|||N|38||1287.01|||Y|N||||1||38|2000000208|N|0.00|0.00|38|22|7|1|20260325|20260329|51|||||||||G43.909|R05|K21.0||||||||99283|||||||35.88|50.00|109.04|N|1||AETNA
002026060100000184|1234567|0987654|N|001|AC123456|01|I|N||PPO|01|PKG0042|PPO001|3|F|W000000245|Perez|Nora|F|19910211|26467|CO|EF||W000000488|W000000488|Perez|Oliver|M|CH|20110715|202606010000184|ACAS2026060100000184||TCN2026060100000184|SRC2026060100000184|002026060100000184|NY0001|NY0001||2|100000135|DR Miller MD|2|100000135|PV000135|DR Miller MD|2380 MEDICAL PLAZA||FL MEDICAL CTR|FL|15465|4|50|P|P|20260423|20260517|20260323|20260325|20260519||||02|195|90834||I|Y|08||1|||21|07|0100|122|2|2|632.21|632.21|406.56|0.00|0.00|PR1|CO45||225.65|225.65||0.00|0.00|21.02|50.47|50.47|154.16|154.16|0.00|0.00|0.00|406.56|0.00|0.00|0.00||N|||W000000488|P|W000000488|0|1|0.00|||3|50||632.21||N||||||1||50|2000000135|N|0.00|0.00|50|21|||20260323|20260325|50|GT||||||||M79.3|R51|||||||||90834|||||||50.47|0.00|21.02|N|||AETNA
002026060100000185|1234567|0987654|N|001|AC123456|01|I|N||PPO|01|PKG0042|PPO001|2|F|W000000347|White|Benjamin|M|19650104|32276|CA|ES|103377779|W000000347|W000000347|White|Benjamin|M|EE|19650104|202606010000185|ACAS2026060100000185||TCN2026060100000185|SRC2026060100000185|002026060100000185|NY0001|NY0001||2|100000127|DR Walker MD|2|100000127|PV000127|DR Walker MD|9445 MEDICAL PLAZA||CO MEDICAL CTR|CO|19859|4|07|P|P|20260505|20260516|20260409|20260413|20260517||||10|195|80061|95|I|Y|03||F|||23|02|0900|131|1|1|1401.51|1401.51|912.28|0.00|0.00|PR1|CO45||489.23|489.23||20.00|20.00|115.01|52.84|52.84|301.38|301.38|0.00|0.00|0.00|912.28|0.00|0.00|0.00||N|||W000000347|P|W000000347|0|1|0.00|||2|07||1401.51||N||||||1||07|2000000127|N|0.00|0.00|07|23|1|1|20260409|20260413||GT||||||||F32.9||R51||||||||80061|||||||52.84|20.00|115.01|N|1||AETNA
002026060100000186|1234567|0987654|N|001|AC123456|03|P|N||PPO|01|PKG0042|PPO001|3|F|W000000313|Taylor|Benjamin|M|19911114|41957|NC|ES|629232175|W000000313|W000000313|Taylor|Benjamin|M|EE|19911114|202606010000186|ACAS2026060100000186||TCN2026060100000186|SRC2026060100000186|002026060100000186|NY0001|NY0001||2|100000093|DR Lewis MD|2|100000093|PV000093|DR Lewis MD|3549 MEDICAL PLAZA||MA MEDICAL CTR|MA|31878|1|03|P|P|20260506|20260525|20260317|20260317|20260527||||||80061|95|P|Y|02||2|||11||||1|2|422.59|422.59|206.27|0.00|0.00|PR1|CO45||216.32|216.32||30.00|30.00|21.28|24.76|24.76|140.28|140.28|0.00|0.00|0.00|206.27|0.00|0.00|0.00||N|||W000000313|P|W000000313|0|0|0.00|||3|03||422.59||N|N|||||1||03|2000000093|N|0.00|0.00|03|11||||||51||||||||J18.9|F32.9|||||||||80061|||||||24.76|30.00|21.28|N|||AETNA
